20170830_103001006F884000_2131112_jpeg_compressed.tif,OK
20170830_103001006F884000_2131130_jpeg_compressed.tif,OK
20170830_103001006F884000_2131313_jpeg_compressed.tif,OK
20170830_103001006F884000_3000020_jpeg_compressed.tif,Problem
20170830_103001006F884000_2131111_jpeg_compressed.tif,OK
20170830_103001006F884000_2131113_jpeg_compressed.tif,OK
20170830_103001006F884000_2131312_jpeg_compressed.tif,OK
20170830_103001006F884000_2131310_jpeg_compressed.tif,OK
20170830_103001006F884000_2131133_jpeg_compressed.tif,OK
20170830_103001006F884000_2131311_jpeg_compressed.tif,OK
20170830_103001006F884000_2131131_jpeg_compressed.tif,OK
20170830_103001006F884000_2131132_jpeg_compressed.tif,OK
20170830_103001006F884000_2131110_jpeg_compressed.tif,OK
